edge_count,tab_switchcount,shift_count,alt_count,ctrl_count,meta_count,copy_count,paste_count,resize_count,char_key,backspace_key,blur_count,blur_duration,tab_count,MCQ,red_edge,para_edge,sus_keys,ss_count,meta_key,tab_switch,clip_count,sus_resize,sus_blur,char_sus,risk
0,0,0,0,3,2,0,2,9,0,0,0,0,0,0,0,0,0.06,0,0.2,0,0.2,0.3,0,0,0.76
9,0,0,0,3,0,0,0,10,0,18,0,0,0,0,0.018,0.009,0.06,0,0,0,0,0.339333333,0,0,0.408333333
0,0,1,1,0,0,2,2,0,0,0,0,7,0,0,0,0,0.02,0,0,0,0.4,0,0,0,0.42
10,0,0,0,0,2,2,2,0,21,0,0,5,0,0,0.02,0.01,0,0,0.2,0,0.4,0,0,0,0.61
5,0,0,0,0,2,2,0,10,0,0,0,8,0,0,0.01,0.005,0,0,0.2,0,0.2,0.336666667,0,0,0.741666667
0,0,2,0,0,0,2,0,0,16,19,0,8,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2
0,0,0,0,0,0,0,2,10,18,18,1,0,0,0,0,0,0,0,0,0,0.2,0.333333333,0,0,0.533333333
10,0,0,0,0,0,2,0,8,19,0,0,6,0,0,0.02,0.01,0,0,0,0,0.2,0.272,0,0,0.482
11,2,0,0,0,1,0,1,0,0,15,0,7,0,0,0.022,0.011,0,0,0.1,0.170333333,0.1,0,0,0,0.381333333
0,0,2,0,0,0,1,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.3
11,0,0,0,0,0,1,1,8,0,18,0,0,0,0,0.022,0.011,0,0,0,0,0.2,0.272533333,0,0,0.483533333
11,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0.022,0.011,0.04,0,0,0.170333333,0.2,0,0,0,0.421333333
0,0,0,2,0,0,0,0,0,20,0,2,5,0,0,0,0,0.04,0,0,0,0,0,0.141421356,0,0.181421356
0,0,0,2,0,0,0,0,0,16,0,0,5,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04
10,0,0,0,0,0,0,0,11,0,18,0,6,0,0,0.02,0.01,0,0,0,0,0,0.374,0,0,0.384
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.2
5,0,0,0,0,2,2,0,0,0,20,0,8,0,0,0.01,0.005,0,0,0.2,0,0.2,0,0,0,0.405
0,0,0,1,2,0,0,0,0,0,17,1,8,0,0,0,0,0.06,0,0,0,0,0,0.16,0,0.22
0,0,0,0,2,0,0,0,11,16,18,0,0,0,0,0,0,0.04,0,0,0,0,0.366666667,0,0,0.406666667
0,0,0,0,1,2,0,2,0,21,0,2,5,0,0,0,0,0.02,0,0.2,0,0.2,0,0.141421356,0,0.561421356
0,0,0,0,0,2,0,2,11,15,0,0,6,0,0,0,0,0,0,0.2,0,0.2,0.366666667,0,0,0.766666667
11,2,0,0,0,2,0,0,10,0,0,1,0,0,0,0.022,0.011,0,0,0.2,0.170333333,0,0.340666667,0,0,0.722
0,0,0,3,2,0,0,0,7,19,17,0,0,0,0,0,0,0.1,0,0,0,0,0.233333333,0,0,0.333333333
0,0,0,3,0,0,0,2,10,18,17,1,0,0,0,0,0,0.06,0,0,0,0.2,0.333333333,0,0,0.593333333
6,0,3,0,0,0,0,1,8,0,0,1,7,0,0,0.012,0.006,0,0,0,0,0.1,0.269866667,0.14,0,0.515866667
0,0,0,0,0,1,0,2,0,0,0,1,7,0,0,0,0,0,0,0.1,0,0.2,0,0.14,0,0.44
10,1,0,0,0,0,0,0,9,0,21,2,8,0,0,0.02,0.01,0,0,0,0.085,0,0.306,0.22627417,0,0.62727417
11,0,0,0,0,0,0,1,6,0,0,2,6,0,0,0.022,0.011,0,0,0,0,0.1,0.2044,0.169705627,0,0.485105627
0,0,2,3,2,0,1,0,0,21,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.2
0,0,0,0,0,2,0,0,0,20,17,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2
0,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0.06,0,0,0,0,0.166666667,0,0,0.226666667
0,0,0,1,0,0,1,1,0,0,20,1,0,0,0,0,0,0.02,0,0,0,0.2,0,0,0,0.22
0,2,1,0,0,0,1,2,0,0,15,0,6,0,0,0,0,0,0,0,0.166666667,0.3,0,0,0,0.466666667
10,0,0,2,0,0,1,0,10,17,0,0,0,0,0,0.02,0.01,0.04,0,0,0,0.1,0.34,0,0,0.49
0,0,0,2,3,0,0,2,0,0,15,2,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0.3
0,1,0,3,0,0,0,0,8,0,18,2,0,0,0,0,0,0.06,0,0,0.083333333,0,0.266666667,0,0,0.41
11,0,0,1,3,1,0,0,11,0,0,0,0,0,0,0.022,0.011,0.08,0,0.1,0,0,0.374733333,0,0,0.565733333
0,0,0,0,0,1,1,0,5,0,15,2,0,0,0,0,0,0,0,0.1,0,0.1,0.166666667,0,0,0.366666667
8,0,0,3,0,0,1,0,6,0,0,0,0,0,0,0.016,0.008,0.06,0,0,0,0.1,0.2032,0,0,0.3712
0,0,2,2,0,1,2,0,0,0,21,1,0,0,0,0,0,0.04,1,0.1,0,0.3,0,0,0,0.44
0,0,0,0,1,0,2,0,0,0,19,0,8,0,0,0,0,0.02,0,0,0,0.2,0,0,0,0.22
0,0,0,3,0,1,2,0,10,21,0,0,7,0,0,0,0,0.06,0,0.1,0,0.2,0.333333333,0,0,0.693333333
7,0,0,0,0,0,1,0,0,15,19,2,0,0,0,0.014,0.007,0,0,0,0,0.1,0,0,0,0.107
0,0,1,3,2,0,0,0,0,20,0,0,5,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1
7,0,2,0,1,0,1,0,7,15,0,0,0,0,0,0.014,0.007,0.02,0,0,0,0.1,0.2366,0,0,0.3636
11,2,0,0,1,2,0,1,0,0,0,0,7,0,0,0.022,0.011,0.02,0,0.2,0.170333333,0.1,0,0,0,0.501333333
0,0,0,1,3,0,0,2,0,20,21,0,0,0,0,0,0,0.08,0,0,0,0.2,0,0,0,0.28
0,1,1,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0.06,0,0,0.083333333,0,0,0,0,0.143333333
0,0,0,3,0,0,0,0,5,0,20,0,7,0,0,0,0,0.06,0,0,0,0,0.166666667,0,0,0.226666667
0,0,2,2,0,0,2,0,0,0,15,2,8,0,0,0,0,0.04,0,0,0,0.2,0,0.22627417,0,0.46627417
0,2,3,0,0,0,0,0,10,21,0,0,7,0,0,0,0,0,0,0,0.166666667,0,0.333333333,0,0,0.5
8,1,0,1,0,0,0,0,0,0,0,1,8,0,0,0.016,0.008,0.02,0,0,0.084666667,0,0,0.16,0,0.272666667
5,0,0,0,1,0,2,0,0,20,15,0,7,0,0,0.01,0.005,0.02,0,0,0,0.2,0,0,0,0.225
9,0,2,0,0,0,0,0,8,15,0,1,8,0,0,0.018,0.009,0,0,0,0,0,0.271466667,0.16,0,0.440466667
5,0,1,2,0,0,0,0,0,15,19,0,0,0,0,0.01,0.005,0.04,0,0,0,0,0,0,0,0.045
5,0,0,1,1,0,0,0,0,0,16,2,7,0,0,0.01,0.005,0.04,0,0,0,0,0,0.197989899,0,0.242989899
6,1,0,3,0,1,2,0,0,19,0,0,0,0,0,0.012,0.006,0.06,0,0.1,0.084333333,0.2,0,0,0,0.450333333
9,1,0,0,0,2,1,0,6,0,0,0,0,0,0,0.018,0.009,0,0,0.2,0.084833333,0.1,0.2036,0,0,0.597433333
8,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0.016,0.008,0.02,1,0.1,0,0.2,0,0,0,0.328
0,0,0,1,0,0,1,2,0,18,0,1,5,0,0,0,0,0.02,0,0,0,0.3,0,0.1,0,0.42
8,0,1,2,0,0,0,0,7,0,0,0,0,0,0,0.016,0.008,0.04,0,0,0,0,0.237066667,0,0,0.285066667
6,0,0,0,2,0,0,2,0,0,15,0,6,0,0,0.012,0.006,0.04,0,0,0,0.2,0,0,0,0.246
0,2,0,2,3,2,0,0,0,19,19,0,0,0,0,0,0,0.1,0,0.2,0.166666667,0,0,0,0,0.466666667
0,0,3,2,0,0,0,0,0,18,0,1,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04
10,0,1,0,0,1,0,0,11,0,19,2,0,0,0,0.02,0.01,0,1,0.1,0,0.1,0.374,0,0,0.584
0,0,0,0,0,0,0,2,0,18,21,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2
0,2,1,0,1,0,2,0,0,17,0,0,7,0,0,0,0,0.02,0,0,0.166666667,0.2,0,0,0,0.386666667
11,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0.022,0.011,0.06,0,0,0,0,0.3066,0,0,0.3776
9,0,3,3,0,2,0,0,0,0,17,0,6,0,0,0.018,0.009,0.06,2,0.2,0,0.2,0,0,0,0.469
9,1,0,2,0,0,0,0,0,0,0,1,6,0,0,0.018,0.009,0.04,0,0,0.084833333,0,0,0.12,0,0.253833333
0,1,0,0,2,0,0,0,0,19,0,1,0,0,0,0,0,0.04,0,0,0.083333333,0,0,0,0,0.123333333
0,0,0,0,0,1,0,0,11,21,15,0,7,0,0,0,0,0,0,0.1,0,0,0.366666667,0,0,0.466666667
0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,1,2,0,0,19,19,0,0,0,0,0,0,0.04,0,0.1,0.083333333,0.2,0,0,0,0.423333333
11,0,0,2,0,0,0,0,5,0,0,0,5,0,0,0.022,0.011,0.04,0,0,0,0,0.170333333,0,0,0.221333333
11,1,0,0,0,0,0,0,0,0,21,0,8,0,0,0.022,0.011,0,0,0,0.085166667,0,0,0,0,0.096166667
6,1,0,0,0,0,0,0,11,0,0,2,7,0,0,0.012,0.006,0,0,0,0.084333333,0,0.371066667,0.197989899,0,0.659389899
5,0,2,1,0,0,1,0,9,19,0,0,0,0,0,0.01,0.005,0.02,0,0,0,0.1,0.303,0,0,0.428
11,0,0,0,0,0,0,1,7,18,17,0,0,0,0,0.022,0.011,0,0,0,0,0.1,0.238466667,0,0,0.349466667
9,2,3,2,3,0,0,0,0,16,0,0,0,0,0,0.018,0.009,0.1,0,0,0.169666667,0,0,0,0,0.278666667
8,0,0,0,0,0,0,0,8,0,0,1,7,0,0,0.016,0.008,0,0,0,0,0,0.270933333,0.14,0,0.418933333
11,0,0,1,0,0,0,1,5,0,18,0,7,0,0,0.022,0.011,0.02,0,0,0,0.1,0.170333333,0,0,0.301333333
0,1,0,2,2,0,1,0,8,0,0,0,0,0,0,0,0,0.08,0,0,0.083333333,0.1,0.266666667,0,0,0.53
0,1,0,0,0,0,1,0,0,18,19,0,7,0,0,0,0,0,0,0,0.083333333,0.1,0,0,0,0.183333333
0,1,0,0,3,0,0,2,0,19,0,0,0,0,0,0,0,0.06,0,0,0.083333333,0.2,0,0,0,0.343333333
9,0,0,0,2,0,1,0,0,19,20,1,0,0,0,0.018,0.009,0.04,0,0,0,0.1,0,0,0,0.149
0,0,2,0,0,0,2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4
0,0,0,1,2,0,0,2,7,0,0,1,0,0,0,0,0,0.06,0,0,0,0.2,0.233333333,0,0,0.493333333
0,0,0,3,2,0,0,0,11,16,0,0,8,0,0,0,0,0.1,0,0,0,0,0.366666667,0,0,0.466666667
8,0,0,0,0,0,2,0,10,18,0,0,0,0,0,0.016,0.008,0,0,0,0,0.2,0.338666667,0,0,0.546666667
0,0,0,0,0,1,1,2,6,0,0,0,5,0,0,0,0,0,0,0.1,0,0.3,0.2,0,0,0.6
0,0,0,1,2,0,0,0,5,0,19,1,0,0,0,0,0,0.06,0,0,0,0,0.166666667,0,0,0.226666667
5,2,1,3,0,0,0,0,0,0,0,2,5,0,0,0.01,0.005,0.06,0,0,0.168333333,0,0,0.141421356,0,0.37475469
0,2,0,2,0,0,2,0,0,0,0,1,7,0,0,0,0,0.04,0,0,0.166666667,0.2,0,0.14,0,0.546666667
0,0,0,0,2,0,0,0,0,20,0,0,8,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04
0,1,0,0,1,1,1,1,0,0,17,0,0,0,0,0,0,0.02,0,0.1,0.083333333,0.2,0,0,0,0.403333333
0,1,0,0,3,1,2,0,0,0,15,1,0,0,0,0,0,0.06,0,0.1,0.083333333,0.2,0,0,0,0.443333333
0,2,0,0,0,2,0,0,11,0,0,0,6,0,0,0,0,0,0,0.2,0.166666667,0,0.366666667,0,0,0.733333333
10,0,2,0,0,0,0,0,7,21,21,1,0,0,0,0.02,0.01,0,0,0,0,0,0.238,0,0,0.248
0,0,0,0,1,2,0,0,0,15,0,2,7,0,0,0,0,0.02,0,0.2,0,0,0,0.197989899,0,0.417989899
0,0,2,0,0,1,0,2,0,20,17,1,0,0,0,0,0,0,1,0.1,0,0.3,0,0,0,0.4
9,2,0,0,1,0,0,0,0,20,0,0,0,0,0,0.018,0.009,0.02,0,0,0.169666667,0,0,0,0,0.198666667
0,0,3,0,0,1,0,0,0,0,19,1,0,0,0,0,0,0,1,0.1,0,0.1,0,0,0,0.2
10,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0.02,0.01,0.04,0,0,0,0,0,0,0,0.05
6,2,1,2,0,0,0,2,0,0,20,0,0,0,0,0.012,0.006,0.04,0,0,0.168666667,0.2,0,0,0,0.414666667
0,0,0,0,0,1,0,0,0,17,0,2,5,0,0,0,0,0,0,0.1,0,0,0,0.141421356,0,0.241421356
0,0,0,2,0,0,2,2,8,0,15,0,8,0,0,0,0,0.04,0,0,0,0.4,0.266666667,0,0,0.706666667
0,0,2,3,1,0,1,0,0,0,17,0,0,0,0,0,0,0.08,0,0,0,0.1,0,0,0,0.18
0,1,0,2,0,0,0,0,8,15,19,0,0,0,0,0,0,0.04,0,0,0.083333333,0,0.266666667,0,0,0.39
0,0,0,0,0,1,0,1,5,17,19,0,0,0,0,0,0,0,0,0.1,0,0.1,0.166666667,0,0,0.366666667
0,0,2,0,0,2,0,2,0,15,18,0,0,0,0,0,0,0,2,0.2,0,0.4,0,0,0,0.6
6,2,0,0,0,0,2,0,9,0,18,0,7,0,0,0.012,0.006,0,0,0,0.168666667,0.2,0.3036,0,0,0.678266667
0,0,0,2,1,0,1,0,0,19,21,0,0,0,0,0,0,0.06,0,0,0,0.1,0,0,0,0.16
0,1,2,0,0,1,0,0,8,0,21,0,0,0,0,0,0,0,1,0.1,0.083333333,0.1,0.266666667,0,0,0.55
0,0,0,1,0,0,0,0,5,0,19,1,8,0,0,0,0,0.02,0,0,0,0,0.166666667,0.16,0,0.346666667
0,1,0,3,0,0,0,0,0,0,16,2,7,0,0,0,0,0.06,0,0,0.083333333,0,0,0.197989899,0,0.341323232
0,0,2,0,0,0,2,0,0,0,17,1,6,0,0,0,0,0,0,0,0,0.2,0,0.12,0,0.32
5,1,3,0,0,0,0,0,0,0,16,0,6,0,0,0.01,0.005,0,0,0,0.084166667,0,0,0,0,0.089166667
10,0,0,0,0,0,0,0,6,0,18,1,8,0,0,0.02,0.01,0,0,0,0,0,0.204,0.16,0,0.374
0,0,0,0,0,2,0,1,0,21,0,1,8,0,0,0,0,0,0,0.2,0,0.1,0,0.16,0,0.46
7,2,0,2,0,0,0,1,0,0,18,0,8,0,0,0.014,0.007,0.04,0,0,0.169,0.1,0,0,0,0.316
5,2,3,0,0,1,0,1,0,18,0,0,0,0,0,0.01,0.005,0,1,0.1,0.168333333,0.2,0,0,0,0.473333333
0,0,0,0,3,1,1,0,0,15,0,2,0,0,0,0,0,0.06,0,0.1,0,0.1,0,0,0,0.26
10,0,0,1,0,0,0,0,0,18,16,0,7,0,0,0.02,0.01,0.02,0,0,0,0,0,0,0,0.03
0,0,0,0,1,1,0,2,0,16,15,0,5,0,0,0,0,0.02,0,0.1,0,0.2,0,0,0,0.32
6,0,1,0,0,0,1,0,0,0,0,2,5,0,0,0.012,0.006,0,0,0,0,0.1,0,0.141421356,0,0.247421356
0,0,3,0,0,0,0,0,6,20,0,2,5,0,0,0,0,0,0,0,0,0,0.2,0.141421356,0,0.341421356
0,1,3,2,0,0,0,2,0,19,0,1,0,0,0,0,0,0.04,0,0,0.083333333,0.2,0,0,0,0.323333333
9,0,0,2,0,0,0,0,8,16,0,0,8,0,0,0.018,0.009,0.04,0,0,0,0,0.271466667,0,0,0.320466667
6,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0.012,0.006,0.08,0,0,0.084333333,0.2,0,0,0,0.370333333
0,0,1,0,0,2,1,0,0,19,19,1,0,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0.4
0,1,0,3,0,1,2,0,6,17,0,0,0,0,0,0,0,0.06,0,0.1,0.083333333,0.2,0.2,0,0,0.643333333
0,1,3,0,0,0,0,0,0,20,20,2,8,0,0,0,0,0,0,0,0.083333333,0,0,0.22627417,0,0.309607503
0,0,2,0,1,2,0,0,8,0,20,1,0,0,0,0,0,0.02,2,0.2,0,0.2,0.266666667,0,0,0.686666667
6,0,0,0,3,0,0,0,0,0,0,2,8,0,0,0.012,0.006,0.06,0,0,0,0,0,0.22627417,0,0.29227417
0,2,0,1,0,0,0,0,9,0,0,2,0,0,0,0,0,0.02,0,0,0.166666667,0,0.3,0,0,0.486666667
9,2,0,3,0,0,1,1,9,0,0,0,0,0,0,0.018,0.009,0.06,0,0,0.169666667,0.2,0.3054,0,0,0.744066667
7,0,0,0,0,0,0,0,5,15,21,1,6,0,0,0.014,0.007,0,0,0,0,0,0.169,0.12,0,0.296
11,0,0,2,0,0,0,0,0,0,16,2,0,0,0,0.022,0.011,0.04,0,0,0,0,0,0,0,0.051
0,1,0,0,0,2,0,2,0,20,19,0,6,0,0,0,0,0,0,0.2,0.083333333,0.2,0,0,0,0.483333333
0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2
0,0,1,1,0,1,0,2,0,0,0,0,8,0,0,0,0,0.02,1,0.1,0,0.3,0,0,0,0.42
9,0,0,0,2,1,1,1,0,16,0,0,0,0,0,0.018,0.009,0.04,0,0.1,0,0.2,0,0,0,0.349
9,0,3,0,2,0,2,0,7,0,0,0,0,0,0,0.018,0.009,0.04,0,0,0,0.2,0.237533333,0,0,0.486533333
5,0,0,0,0,2,2,0,0,15,0,0,0,0,0,0.01,0.005,0,0,0.2,0,0.2,0,0,0,0.405
0,2,2,0,3,0,0,0,11,0,17,0,0,0,0,0,0,0.06,0,0,0.166666667,0,0.366666667,0,0,0.593333333
0,1,0,0,0,0,0,2,7,0,0,0,8,0,0,0,0,0,0,0,0.083333333,0.2,0.233333333,0,0,0.516666667
0,0,0,3,3,2,0,0,0,0,0,1,7,0,0,0,0,0.12,0,0.2,0,0,0,0.14,0,0.46
8,0,0,1,0,0,1,0,6,0,0,0,6,0,0,0.016,0.008,0.02,0,0,0,0.1,0.2032,0,0,0.3312
0,0,1,0,0,0,0,1,5,19,0,1,7,0,0,0,0,0,0,0,0,0.1,0.166666667,0.14,0,0.406666667
0,0,0,0,0,0,0,0,0,20,18,2,5,0,0,0,0,0,0,0,0,0,0,0.141421356,0,0.141421356
0,2,0,3,2,0,1,0,9,20,0,0,0,0,0,0,0,0.1,0,0,0.166666667,0.1,0.3,0,0,0.666666667
0,2,1,3,0,0,0,1,10,0,0,0,5,0,0,0,0,0.06,0,0,0.166666667,0.1,0.333333333,0,0,0.66
11,1,0,3,0,0,1,0,0,18,0,0,0,0,0,0.022,0.011,0.06,0,0,0.085166667,0.1,0,0,0,0.256166667
10,0,0,0,0,0,0,1,0,21,0,1,8,0,0,0.02,0.01,0,0,0,0,0.1,0,0.16,0,0.27
0,0,0,0,1,1,0,0,7,0,21,0,8,0,0,0,0,0.02,0,0.1,0,0,0.233333333,0,0,0.353333333
8,0,0,3,0,0,0,1,10,15,15,0,0,0,0,0.016,0.008,0.06,0,0,0,0.1,0.338666667,0,0,0.506666667
0,0,0,0,0,1,1,0,8,0,21,0,5,0,0,0,0,0,0,0.1,0,0.1,0.266666667,0,0,0.466666667
0,2,0,3,2,1,0,2,6,0,0,0,0,0,0,0,0,0.1,0,0.1,0.166666667,0.2,0.2,0,0,0.766666667
0,0,0,2,1,0,1,1,0,0,20,0,0,0,0,0,0,0.06,0,0,0,0.2,0,0,0,0.26
0,0,0,2,1,0,0,0,9,21,18,0,5,0,0,0,0,0.06,0,0,0,0,0.3,0,0,0.36
11,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0.022,0.011,0.04,0,0,0.170333333,0.1,0,0,0,0.321333333
6,0,0,0,2,2,2,0,0,18,0,0,0,0,0,0.012,0.006,0.04,0,0.2,0,0.2,0,0,0,0.446
10,0,1,0,0,0,2,0,8,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0.2,0.272,0,0,0.482
0,0,0,3,0,1,1,0,9,0,0,0,0,0,0,0,0,0.06,0,0.1,0,0.1,0.3,0,0,0.56
0,0,1,0,0,2,0,0,0,15,21,1,8,0,0,0,0,0,1,0.2,0,0.1,0,0.16,0,0.46
10,2,0,3,3,0,0,0,6,17,0,0,0,0,0,0.02,0.01,0.12,0,0,0.17,0,0.204,0,0,0.504
7,0,0,0,0,0,0,2,8,21,0,0,0,0,0,0.014,0.007,0,0,0,0,0.2,0.2704,0,0,0.4774
11,0,0,0,1,0,1,1,0,0,0,2,6,0,0,0.022,0.011,0.02,0,0,0,0.2,0,0.169705627,0,0.400705627
5,0,1,3,0,0,2,0,6,0,15,0,0,0,0,0.01,0.005,0.06,0,0,0,0.2,0.202,0,0,0.467
8,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0.016,0.008,0.02,0,0.1,0,0.2,0,0,0,0.328
11,0,1,0,0,0,1,0,9,0,20,0,6,0,0,0.022,0.011,0,0,0,0,0.1,0.3066,0,0,0.4176
0,0,0,0,3,0,0,1,0,0,21,1,7,0,0,0,0,0.06,0,0,0,0.1,0,0.14,0,0.3
0,0,2,0,0,0,0,0,0,16,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0.02,0.01,0,2,0.2,0,0.2,0,0,0,0.41
5,0,0,2,3,0,0,0,11,0,0,0,0,0,0,0.01,0.005,0.1,0,0,0,0,0.370333333,0,0,0.475333333
11,0,0,0,0,0,1,0,8,0,0,2,0,0,0,0.022,0.011,0,0,0,0,0.1,0.272533333,0,0,0.383533333
9,0,0,3,0,0,0,1,0,20,0,0,7,0,0,0.018,0.009,0.06,0,0,0,0.1,0,0,0,0.169
6,0,0,3,1,1,0,0,0,0,18,2,0,0,0,0.012,0.006,0.08,0,0.1,0,0,0,0,0,0.186
0,0,0,0,0,1,0,2,5,0,0,0,7,0,0,0,0,0,0,0.1,0,0.2,0.166666667,0,0,0.466666667
5,0,0,0,0,0,0,0,8,19,15,0,5,0,0,0.01,0.005,0,0,0,0,0,0.269333333,0,0,0.274333333
11,2,0,3,0,0,0,2,0,0,0,0,7,0,0,0.022,0.011,0.06,0,0,0.170333333,0.2,0,0,0,0.441333333
0,0,1,0,0,0,1,0,6,16,0,2,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.3
0,0,0,2,3,0,0,1,0,19,0,0,5,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.2
0,2,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.366666667,0,0,0.733333333
6,0,1,1,0,0,0,0,0,20,0,0,7,0,0,0.012,0.006,0.02,0,0,0,0,0,0,0,0.026
0,0,0,3,1,0,0,0,5,0,18,1,0,0,0,0,0,0.08,0,0,0,0,0.166666667,0,0,0.246666667
7,2,0,0,3,0,2,0,0,17,0,0,8,0,0,0.014,0.007,0.06,0,0,0.169,0.2,0,0,0,0.436
5,2,0,0,0,2,0,0,11,0,0,0,6,0,0,0.01,0.005,0,0,0.2,0.168333333,0,0.370333333,0,0,0.743666667
5,0,1,0,0,0,2,0,0,0,0,0,7,0,0,0.01,0.005,0,0,0,0,0.2,0,0,0,0.205
0,0,0,0,2,0,0,0,11,0,0,0,6,0,0,0,0,0.04,0,0,0,0,0.366666667,0,0,0.406666667
0,0,2,3,0,2,0,0,0,18,0,0,6,0,0,0,0,0.06,2,0.2,0,0.2,0,0,0,0.46
7,0,2,0,0,0,0,0,0,0,21,1,0,0,0,0.014,0.007,0,0,0,0,0,0,0,0,0.007
0,1,1,2,0,0,2,0,0,15,0,0,0,0,0,0,0,0.04,0,0,0.083333333,0.2,0,0,0,0.323333333
11,0,2,0,0,0,2,1,0,0,17,0,8,0,0,0.022,0.011,0,0,0,0,0.3,0,0,0,0.311
0,1,3,0,1,1,0,0,10,0,0,0,6,0,0,0,0,0.02,1,0.1,0.083333333,0.1,0.333333333,0,0,0.636666667
0,0,0,0,0,0,0,2,0,17,21,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2
6,0,0,2,0,0,0,0,8,21,0,0,7,0,0,0.012,0.006,0.04,0,0,0,0,0.269866667,0,0,0.315866667
9,0,0,3,0,0,0,0,0,19,17,1,0,0,0,0.018,0.009,0.06,0,0,0,0,0,0,0,0.069
7,0,2,1,3,1,0,0,0,18,0,0,0,0,0,0.014,0.007,0.08,1,0.1,0,0.1,0,0,0,0.287
0,2,3,1,0,1,0,0,0,19,0,0,0,0,0,0,0,0.02,1,0.1,0.166666667,0.1,0,0,0,0.386666667
0,0,0,0,1,1,0,2,0,18,21,0,8,0,0,0,0,0.02,0,0.1,0,0.2,0,0,0,0.32
0,0,3,0,2,0,0,0,8,0,0,1,0,0,0,0,0,0.04,0,0,0,0,0.266666667,0,0,0.306666667
7,0,0,1,0,0,1,0,0,15,0,2,0,0,0,0.014,0.007,0.02,0,0,0,0.1,0,0,0,0.127
0,0,0,1,3,0,0,2,0,17,0,0,5,0,0,0,0,0.08,0,0,0,0.2,0,0,0,0.28
8,0,0,3,0,1,0,0,0,17,0,2,0,0,0,0.016,0.008,0.06,0,0.1,0,0,0,0,0,0.168
0,0,0,0,1,1,1,0,11,20,0,1,0,0,0,0,0,0.02,0,0.1,0,0.1,0.366666667,0,0,0.586666667
9,0,3,0,0,1,0,0,0,18,0,0,0,0,0,0.018,0.009,0,1,0.1,0,0.1,0,0,0,0.209
8,0,0,2,0,0,0,0,10,0,0,1,8,0,0,0.016,0.008,0.04,0,0,0,0,0.338666667,0.16,0,0.546666667
8,0,2,0,3,0,2,0,9,0,18,0,0,0,0,0.016,0.008,0.06,0,0,0,0.2,0.3048,0,0,0.5728
0,0,0,0,1,2,0,0,0,21,19,2,0,0,0,0,0,0.02,0,0.2,0,0,0,0,0,0.22
7,0,0,0,0,2,0,1,0,0,20,0,6,0,0,0.014,0.007,0,0,0.2,0,0.1,0,0,0,0.307
0,1,1,0,0,0,1,0,0,15,18,2,0,0,0,0,0,0,0,0,0.083333333,0.1,0,0,0,0.183333333
0,2,0,3,1,2,1,0,0,16,0,0,0,0,0,0,0,0.08,0,0.2,0.166666667,0.1,0,0,0,0.546666667
10,2,2,0,0,0,1,0,0,0,0,2,0,0,0,0.02,0.01,0,0,0,0.17,0.1,0,0,0,0.28
0,0,0,2,3,0,0,0,0,16,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1
0,0,1,0,0,2,1,0,11,15,0,0,6,0,0,0,0,0,1,0.2,0,0.2,0.366666667,0,0,0.766666667
10,0,0,0,0,0,0,0,0,0,20,1,8,0,0,0.02,0.01,0,0,0,0,0,0,0.16,0,0.17
10,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0.02,0.01,0,0,0,0.085,0,0,0.14,0,0.235
